"","x"
"1327",117.350493432352
"1328",83.6754222618019
"1329",139.473924234543
"1330",162.757205970388
"1331",151.37817097294
"1332",68.8737317761731
"1333",106.02041671275
"1334",95.4607199801919
"1335",68.9978302075586
"1336",160.620019559271
"1337",107.138488010814
"1338",95.5761145216498
"1339",266.462628149288
"1340",90.6491100792491
"1341",119.633145328657
"1342",128.557239359602
"1343",118.384128632729
"1344",121.403613148268
"1345",112.473487789694
"1346",83.1387913124373
"1347",125.938138427813
"1348",55.8889006898334
"1349",52.7666737652346
"1350",103.190203266216
"1351",126.007470478285
"1352",60.8986897332996
"1353",105.560505358979
"1354",82.8649725618818
"1355",73.042617118699
"1356",94.53976364518
"1357",95.3215887820675
"1358",257.723523070938
"1359",80.036117563139
"1360",188.679961408087
"1361",171.849397092634
"1362",54.9488106292812
"1363",50.2992792402546
"1364",195.785655963542
"1365",86.4854818019701
"1366",221.233032668716
"1367",98.9634833949285
"1368",125.228501247403
"1369",52.5827140939974
"1370",143.733339408384
"1371",70.6621027529326
"1372",82.132321815174
"1373",63.1878943818323
"1374",139.026024309154
"1375",57.0902863181945
"1376",52.7428110965107
"1377",225.103146933864
"1378",154.983383699308
"1379",145.123457456661
"1380",72.1236681151425
"1381",135.14295244706
"1382",154.974864017509
"1383",107.480422263561
"1384",138.246474670084
"1385",194.850214320448
"1386",152.834049905447
"1387",233.824225352642
"1388",99.9547322800014
"1389",93.8050058558282
"1390",194.922792356679
"1391",190.278102577276
"1392",181.235262222048
"1393",58.6981893068724
"1394",119.147953138627
"1395",146.402370413211
"1396",110.330195590586
"1397",141.712135824692
"1398",112.961940663064
"1399",90.786699925524
"1400",100.879535047291
"1401",106.232474833379
"1402",279.1912382374
"1403",157.312670054307
"1404",102.320993557958
"1405",250.11331932881
"1406",66.9107807612872
"1407",294.795660756219
"1408",74.0068666604913
"1409",190.152651875026
"1410",137.091312781741
"1411",102.527855973563
"1412",179.233850747272
"1413",97.7845327031963
"1414",128.069463533562
"1415",138.276496828999
"1416",71.1292122393648
"1417",243.279971266047
"1418",55.5593737096907
"1419",204.034889762408
"1420",72.7144174179221
"1421",283.837882964659
"1422",92.468347609863
"1423",101.431253468743
"1424",115.079507672014
"1425",171.622555087582
"1426",93.1576546893368
"1427",141.663207253521
"1428",106.871447331573
"1429",154.266813315368
"1430",125.387886762176
"1431",168.81286772055
"1432",60.4371210945209
"1433",124.203409030724
"1434",184.651407271352
"1435",283.519633104015
"1436",241.579930470355
"1437",115.153715893079
"1438",60.9021207835555
"1439",236.706683501102
"1440",75.0423511148053
"1441",194.26590383732
"1442",139.196053088413
"1443",217.766362395523
"1444",216.33378463275
"1445",60.3214935395009
"1446",163.668320054965
"1447",182.981564702743
"1448",202.716474873663
"1449",148.63688994906
"1450",100.050237436518
"1451",146.354165738586
"1452",126.620050416819
"1453",100.372422550369
"1454",118.612346688743
"1455",140.520952194188
"1456",160.392493938816
"1457",134.254008875384
"1458",107.33304944717
"1459",87.4268774738636
"1460",99.2561008362445
"1461",193.033267706683
"1462",69.9203620812302
"1463",65.7037304821244
"1464",166.520701240289
"1465",196.795317611888
"1466",72.970814543401
"1467",168.138266245798
"1468",234.142454232169
"1469",125.553221713375
"1470",72.3850761883004
"1471",88.5567249167034
"1472",163.447679415418
"1473",75.8021738844946
"1474",180.669012133476
"1475",126.14112385559
"1476",114.443462171279
"1477",76.5583704149312
"1478",139.873613215002
"1479",91.920194438528
"1480",145.614229173916
"1481",125.481409972282
"1482",93.861522795344
"1483",140.731853438965
"1484",87.7479765751915
"1485",183.328021554813
"1486",170.861889213845
"1487",95.4136554346091
"1488",157.577609286511
"1489",201.560737266155
"1490",155.456316139487
"1491",56.0723744807203
"1492",184.712139690764
"1493",53.4655845164586
"1494",62.9339963472647
"1495",90.4153879290274
"1496",141.987658407904
"1497",152.513900637166
"1498",152.21238657225
"1499",59.2092186152612
"1500",89.9826783427552
"1501",84.348535410833
"1502",75.1075824567474
"1503",147.300212449776
"1504",51.249477234191
